Date,Close,High,Low,Open,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Price_Change,Price_Change_5d,Price_Change_20d,Volatility_5d,Volatility_20d,Volume_Change,Volume_MA_5,Volume_MA_20,Daily_Range,Daily_Range_Pct,Gap_Up,Gap_Down,ROC_5,ROC_20,Rolling_Max_20,Rolling_Min_20,DXY,DXY_Change,US_10Y_Yield,US_10Y_Change,WTI_Oil,Oil_Change,Silver,Gold_Silver_Ratio,Target_1d,Target_5d,Price_Change_1d_Pct,Price_Change_5d_Pct
2023-01-03,1839.699951171875,1839.699951171875,1836.199951171875,1836.199951171875,29.0,29.0,29.0,1.0,0.0,0.0,0.0,0.0,1838.5332845052083,50.0,1000.0,1839.699951171875,1839.699951171875,1839.699951171875,0.0,0.0,0.0,0.0,1838.5332845052083,1842.0332845052083,1835.0332845052083,0.3807382797469376,0.6666666666666775,0.0,0.0,1836.199951171875,1839.699951171875,1837.949951171875,0.19024841511630886,1.0,0.0,0.0,0.0,0.0,0.0,1839.699951171875,1839.699951171875,1839.699951171875,1839.699951171875,0.0,0.0,0.0,-24.271648398050434,1.0,652.3436891372594,-261.7705719857848,-261.7705719857848,0.0,1837.949951171875,1837.949951171875,1837.949951171875,1837.949951171875,0.0,0.0,0.0,0.0,0.0,2469.728780843444,2430.1512054615773,0.0,0.0,0.0,1834.800048828125,1839.699951171875,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1839.699951171875,0.0,0.0,0.0,0.00712077947705847,0.01733979739127678,0.047888297001981606,15.980992371888599,33.91083072931232,-0.13793103448275867,33.2,9305.65,3.5,0.007338153154486198,False,False,1.7339797391276877,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.7929999828338623,-0.022146024937464648,76.93000030517578,-0.05316526648980113,24.05900001525879,76.46618521156714,1.0,1.0,0.00712077947705847,0.01733979739127678
2023-01-04,1852.800048828125,1859.0999755859373,1845.5999755859373,1845.5999755859373,25.0,30.66693793402862,54.0,0.567906258037567,327.50244140625,777601318.3593627,777601318.3593627,0.17801948692646175,1844.9993564935376,100.0,1007.1207794770585,1846.25,1859.35009765625,1833.14990234375,1.4191033344617467,0.75,0.0,0.0,1845.516642252604,1854.016642252604,1837.016642252604,0.9211512706409469,0.9284356809129991,0.0,0.0,1836.199951171875,1859.0999755859373,1847.6499633789062,1.240353387356115,0.7248943213377684,0.0,0.0,1.045022035256352,0.2090044070512704,0.8360176282050815,1846.25,1846.25,1841.715350811298,1840.6703287760417,0.03391371730604311,0.008737622129100864,0.025176095176942248,0.0013907772416129657,2.41025641025641,645.7936403091344,-259.1421875056027,-260.45637974569377,1.3141922400910744,1847.6499633789062,1847.6499633789062,1847.6499633789062,1847.6499633789062,0.0,0.0,0.0,0.0,66.66666666666775,2469.728780843444,2430.1512054615773,4.0,0.0,4.0,1834.800048828125,1839.699951171875,0.0,0.0,100.0,0.0,0.0,0.0,100.0,57.20560563335291,72.48943213377684,86.24471606688843,-27.510567866223155,0.0,0.0,0.05677399254603305,0.01135479850920661,0.04541919403682644,-1.11166253101737,-0.222332506203474,-0.889330024813896,1845.4951721548207,0.712077947705847,0.7095546441984624,0.712077947705847,0.00712077947705847,0.01733979739127678,0.047888297001981606,15.980992371888599,33.91083072931232,-0.13793103448275867,33.2,9305.65,13.5,0.007338153154486198,True,False,1.7339797391276877,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.7090001106262207,-0.022146024937464648,72.83999633789062,-0.05316526648980113,23.79199981689453,77.8749185897549,0.0,1.0,-0.00971502565070892,0.011765935979762387
2023-01-05,1834.800048828125,1855.199951171875,1834.800048828125,1855.199951171875,24.0,6.666937934028621,30.0,0.08547356325677719,219.0020926339286,-624744934.091946,76428192.13370836,-0.05514112869055232,1843.953405657385,51.16787016826206,997.3365752710769,1842.433349609375,1857.6301563146094,1827.2365429041406,1.6496452051800254,0.24885181705243434,0.0,0.0,1844.2111002604167,1856.677734375,1831.7444661458333,1.3519747400742774,0.12255042757360407,0.0,0.0,1834.800048828125,1859.0999755859373,1846.9500122070312,1.3189039789669592,0.0,0.0,0.0,0.41596497415798694,0.25039652047261374,0.1655684536853732,1842.433349609375,1842.433349609375,1840.6514581985023,1840.2354932243443,0.046719324748179934,0.04341296388239951,0.003306360865780421,0.001739788678668259,4.171051125134806,649.6102906997594,-260.67372183706067,-260.52882710948273,-0.14489472757793465,1846.9500122070312,1846.9500122070312,1846.9500122070312,1846.9500122070312,0.0,0.0,0.0,0.0,-31.500971979499926,2469.728780843444,2430.1512054615773,4.0,8.0,-4.0,1834.800048828125,1839.699951171875,0.0,1.0,40.326961299520285,0.0,0.0,0.0,96.99250328577827,30.25431827984894,0.0,57.49647737792562,-100.0,0.0,0.0,0.022603899103650012,0.01360461862809529,0.008999280475554722,-2.2754915771144373,-0.6329643203856667,-1.6425272567287705,1840.6209500007221,-0.9715025650708919,-0.9762524397120664,-0.2663424728923225,-0.00971502565070892,0.01733979739127678,0.047888297001981606,15.980992371888599,33.91083072931232,-0.040000000000000036,33.2,9305.65,20.39990234375,0.011010309696749364,True,False,1.7339797391276877,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.7200000286102295,0.0029657367635267384,73.66999816894531,0.01139486371202536,23.257999420166016,78.88898850161843,1.0,1.0,0.016023491149636415,0.0330825973166089
2023-01-06,1864.199951171875,1868.199951171875,1835.300048828125,1838.4000244140625,26.0,26.344730718130492,56.0,0.2533147184435624,296.91571667729596,854132080.078125,335662821.4485139,0.3614696411999945,1846.9400501740283,68.14857971323079,997.3365752710769,1847.875,1870.8651263200675,1824.8848736799325,2.4882772178927115,0.8550426592833764,0.0,0.0,1847.133321126302,1864.708272298177,1829.558369954427,1.9029434389888602,0.9855384768546194,0.0,0.0,1834.800048828125,1868.199951171875,1851.5,1.8074762818778327,0.8802391707966025,0.0,0.0,2.26366501383427,0.6530502191449451,1.610614794689325,1847.875,1847.875,1844.2743032713288,1842.0106382574945,0.09039227521416954,0.06871997660256644,0.021672298611603094,0.004493679334814972,6.218983214607081,644.1686403091344,-258.49011224748307,-260.0191483939828,1.5290361464997204,1851.5,1851.5,1851.5,1851.5,0.0,0.0,0.0,0.0,82.70431650740936,2469.728780843444,2430.1512054615773,12.0,8.0,4.0,1834.800048828125,1839.699951171875,1.0,0.0,70.88594538311511,0.0,0.0,0.0,94.7345124899739,55.41081446703554,88.02391707966025,53.504449737812365,-11.976082920339751,0.0,0.0,0.12289098481948249,0.03546189186637273,0.08742909295310976,-2.604050887275774,-1.0271816337636883,-1.5768692535120858,1851.7312555382189,1.6023491149636415,1.5896470099271198,1.3317389058141726,0.016023491149636415,0.01733979739127678,0.047888297001981606,15.980992371888599,33.91083072931232,0.08333333333333326,33.2,9305.65,32.89990234375,0.017931055956077042,True,False,1.7339797391276877,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.569000005722046,-0.04059140369001457,73.7699966430664,0.0013573839637102125,23.82200050354004,78.25539046961433,1.0,1.0,0.004559596729233117,0.029074173726973962
2023-01-09,1872.699951171875,1880.0,1867.0,1867.0,62.0,18.713495742168952,118.0,0.11273190206125874,329.78490000911086,456048387.0967742,365759212.860579,0.6441646384124478,1856.7604269617534,82.66081833258193,997.3365752710769,1852.839990234375,1881.4276584675338,1824.252322001216,3.085821591053059,0.8473518857068675,0.0,0.0,1852.3533203125,1869.01328125,1835.693359375,1.798788681922673,1.1106446148254931,1.0,0.0,1834.800048828125,1880.0,1857.4000244140625,2.439495661260929,0.8384943204835286,0.0,0.0,4.363559175815908,1.3951520104791377,2.96840716533677,1852.839990234375,1852.839990234375,1848.6474798714128,1844.2839206955969,0.14848735815917205,0.06887326004507026,0.07961409811410179,0.009633528422151543,7.905957122918487,639.2036500747595,-256.49777545447284,-259.3148738060808,2.8170983516079673,1857.4000244140625,1857.4000244140625,1857.4000244140625,1857.4000244140625,0.0,0.0,0.0,0.0,141.6168693223193,2469.728780843444,2430.1512054615773,16.0,8.0,8.0,1834.800048828125,1839.699951171875,0.0,0.0,74.88972328635376,0.0,0.0,0.0,93.02975123572612,55.13520789591427,83.84943204835285,57.29111637600437,-16.15056795164714,0.0,0.0,0.23659910097628198,0.0756893336883546,0.16090976728792739,6.768189947502087,0.5318926824894669,6.23629726501262,1860.8332470917317,0.45595967292331174,0.4549233258291707,1.7937707710966366,0.004559596729233117,0.01733979739127678,0.047888297001981606,15.980992371888599,33.91083072931232,1.3846153846153846,33.2,9305.65,13.0,0.0069735008800037405,True,False,1.7339797391276877,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.5169999599456787,-0.014569920339870368,74.62999725341797,0.011657864301019893,23.711999893188477,78.97688763526976,0.0,1.0,-0.0005873741734491178,0.01842259886769959
2023-01-10,1871.5999755859373,1878.0999755859373,1871.5999755859373,1877.800048828125,101.0,-82.28650425783104,17.0,-0.30818915452371176,266.80169512499356,8687961.691675516,294344962.6267983,0.5848398468940869,1863.1934896747716,90.0488836470542,997.3365752710769,1855.9666544596355,1885.573515647398,1826.359793271873,3.1904518453088766,0.7640151724824444,0.0,0.0,1855.9222073025173,1870.8888414171006,1840.9555731879339,1.6128514498823274,1.0237573178909931,1.0,0.0,1834.800048828125,1880.0,1857.4000244140625,2.435385951750031,0.8141585511426499,0.0,0.0,5.871300889307349,2.2903817862447804,3.580919103062569,1855.9666544596355,1855.9666544596355,1852.1786330582627,1846.3073321689553,0.16197627082460733,0.07945743028667318,0.08251884053793415,0.016014192833447276,9.279208219565868,636.0769858494989,-255.24311675801735,-258.6362476314036,3.393130873386241,1857.4000244140625,1857.4000244140625,1857.4000244140625,1857.4000244140625,0.0,0.0,0.0,0.0,101.51704432341846,2469.728780843444,2430.1512054615773,16.0,8.0,8.0,1835.300048828125,1839.699951171875,0.0,0.0,73.48142815400632,0.0,0.0,0.0,91.51567220518714,51.515215035135455,81.415855114265,84.42973474742604,-18.584144885735004,3.5900065104167425,0.0,0.31800236000850524,0.12415193895238472,0.19385042105612052,20.5225974791832,4.530033641828213,15.992563837354988,1866.0548946879564,-0.05873741734491178,-0.058754674523875394,1.7339797391276779,-0.0005873741734491178,0.01733979739127678,0.047888297001981606,15.790207258493316,33.91083072931232,0.6290322580645162,47.6,9305.65,6.5,0.003470924424349192,True,False,1.7339797391276877,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.621000051498413,0.029570683178040458,75.12000274658203,0.0065657980865276855,23.506999969482422,79.61883600696436,1.0,1.0,0.0016029066248843815,0.017525138521043537
2023-01-11,1874.5999755859373,1877.800048828125,1873.0999755859373,1873.0999755859373,1236.0,-529.3626281962636,1253.0,-0.35220401077595714,758.4014529642802,228172.82096569618,245325497.65915954,2.5660324352511825,1873.0396951052323,98.39968784648715,997.3365752710769,1858.6285574776787,1888.9831279176424,1828.273987037715,3.2663406916718754,0.76308094426583,0.0,0.0,1858.67141578311,1872.1713983444938,1845.171433221726,1.4526486442678763,1.0899474214281688,1.0,0.0,1834.800048828125,1880.0,1857.4000244140625,2.431898024488297,0.8805303042578769,0.0,0.0,7.2249868370365675,3.277302796403138,3.9476840406334297,1858.6285574776787,1858.6285574776787,1855.6280703702128,1848.4030835331762,0.16883502881966944,0.08540739524281388,0.08342763357685556,0.023237085885097826,10.438061488705804,633.4150828314557,-254.17495608258358,-257.99892026728645,3.8239641847028736,1857.4000244140625,1857.4000244140625,1857.4000244140625,1857.4000244140625,0.0,0.0,0.0,0.0,83.39530891608024,2469.728780843444,2430.1512054615773,16.0,8.0,8.0,1837.088046875,1839.699951171875,0.0,0.0,74.86945011011916,0.0,0.0,0.0,90.32191437024572,51.330822304066615,88.05303042578768,84.43943919613518,-11.94696957421231,5.417152622767844,0.0,0.3908772335104628,0.17749699786400033,0.21338023564646244,81.71101843043056,19.966230599548684,61.744787830881876,1869.4588755683276,0.16029066248843815,0.16016233411999536,1.8970498092273802,0.0016029066248843815,0.011765935979762387,0.047888297001981606,16.565048359423695,33.91083072931232,11.237623762376238,289.8,9305.65,4.700073242187727,0.0025112595124480524,True,False,1.176593597976235,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.553999900817871,-0.01850321726806292,77.41000366210938,0.030484569113404802,23.32699966430664,80.36181260182896,1.0,1.0,0.011149058298440595,0.025338739260973853
2023-01-12,1895.5,1897.4000244140625,1877.199951171875,1877.199951171875,59.0,-481.46174047032855,1312.0,-0.3082341488286354,826.2157368879118,405712499.5831755,268237926.50544754,3.223826874859178,1873.6815799805938,98.46179393039866,1008.4559388919412,1863.2374877929688,1900.6675243345487,1825.8074512513888,4.01774189139103,0.9309708884626888,0.0,0.0,1862.5916544596353,1876.9291483561196,1848.254160563151,1.539520899511803,1.6476324167236098,1.0,0.0,1834.800048828125,1897.4000244140625,1866.1000366210938,3.359742168996828,0.9696481604620734,0.0,0.0,9.870469377979816,4.595936112718474,5.274533265261343,1863.2374877929688,1863.2374877929688,1861.76221339018,1851.8917440122002,0.19504220164854028,0.08368098270905124,0.11136121893948904,0.03288317777505541,11.716124846915157,628.8061525161656,-252.32549797489224,-257.2897424807372,4.964244505844931,1866.1000366210938,1866.1000366210938,1866.1000366210938,1866.1000366210938,0.0,0.0,0.0,0.0,118.34682797057582,2469.728780843444,2430.1512054615773,28.000000000000004,8.0,20.000000000000004,1838.804525,1839.699951171875,0.0,0.0,81.95546571369948,0.0,0.0,0.0,89.5320597848617,59.455654420048425,96.96481604620733,88.81123386208667,-3.0351839537926635,10.301257324218795,0.0,0.532993864781482,0.24859637124749667,0.28439749353398536,67.5733433079012,29.487653141219187,38.085690166682014,1879.1446500073764,1.1149058298440595,1.1087365667616034,3.033105957989557,0.011149058298440595,0.0330825973166089,0.047888297001981606,11.739992288997868,33.91083072931232,-0.9522653721682848,296.8,9305.65,20.2000732421875,0.010775671346028708,True,False,3.3082597316608786,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.4489998817443848,-0.029544181768075717,78.38999938964844,0.01265980727525462,23.863000869750977,79.4325914978597,1.0,1.0,0.012081257934087208,0.01630178022372064
2023-01-13,1918.4000244140625,1920.9000244140625,1898.300048828125,1899.0,512.0,-82.73619912031586,1824.0,-0.03989209215058624,2383.15813161821,98433702.9454764,247012398.56045112,9.409430937111829,1883.2727633862203,98.85276145221069,1008.4559388919412,1869.3666585286458,1918.8386264041465,1819.894690653145,5.292912190317916,0.9955671665296626,0.0,0.0,1868.1407335069443,1883.3962809244792,1852.8851860894097,1.6332332081744714,2.1472463927892163,1.0,0.0,1834.800048828125,1920.9000244140625,1877.8500366210938,4.605836698387767,0.9709639871209403,0.0,0.0,13.657439477242406,6.40823678562326,7.249202691619145,1869.3666585286458,1869.3666585286458,1870.4757227784696,1856.8182833012272,0.24312944813510456,0.08216005915838664,0.16096938897671792,0.0460967668169004,13.07130118473907,622.6769817804886,-249.86600222749163,-256.4648824525988,6.598880225107138,1877.8500366210938,1877.8500366210938,1877.8500366210938,1877.8500366210938,0.0,0.0,0.0,0.0,158.489173633465,2469.728780843444,2430.1512054615773,32.0,8.0,24.0,1842.3202549648438,1839.699951171875,0.0,0.0,86.46033245587614,0.0,0.0,0.0,89.10655139641395,64.4116344514392,97.09639871209404,94.03808172802968,-2.903601287905962,16.612231445312545,0.0,0.7355291360531477,0.3459829242086269,0.3895462118445208,67.0264096843257,36.99540444984049,30.031005234485207,1894.1996756799026,1.2081257934087208,1.2008862043122903,4.277875486818172,0.012081257934087208,0.029074173726973962,0.047888297001981606,20.326437357905014,33.91083072931232,7.677966101694915,394.0,9305.65,22.5999755859375,0.01192296258820232,True,False,2.907417372697398,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.510999917984009,0.01797623611638577,79.86000061035156,0.018752407604907262,24.231000900268555,79.17130754564913,0.0,1.0,-0.005838236603238345,0.0045350036807532135
2023-01-17,1907.199951171875,1920.0999755859373,1905.199951171875,1920.0999755859373,706.0,-599.2063083280042,1118.0,-0.21554183752805905,913.099582960698,6436824.809136876,220281779.25474954,5.2876358952255575,1890.2719481543672,73.21523417210364,1008.4559388919412,1873.1499877929687,1925.2845918149546,1821.0153837709827,5.566516761790481,0.8265581854668632,0.0,0.0,1872.409989420573,1887.6299845377603,1857.1899943033852,1.6257118049127082,1.642903183720963,1.0,0.0,1834.800048828125,1920.9000244140625,1877.8500366210938,4.596533974697053,0.8408817987583135,16.8300048828125,0.0,15.57534537071001,8.241658502640611,7.3336868680694,1873.1499877929687,1873.1499877929687,1876.1256040697629,1860.5502586990528,0.26527948865072287,0.09979973114413371,0.16547975750658916,0.059843007835234635,14.342295990741547,618.8936525161657,-248.34783890036246,-254.97346766532962,6.625628764967161,1877.8500366210938,1877.8500366210938,1877.8500366210938,1877.8500366210938,0.0,0.0,0.0,0.0,126.67579041447874,2469.728780843444,2430.1512054615773,32.0,8.0,24.0,1848.6066365207812,1839.699951171875,0.0,0.0,76.41254302667319,0.0,0.0,0.0,87.03548937550399,65.04803163270671,84.08817987583134,92.71646487804423,-15.911820124168653,19.930004882812455,0.0,0.8371365029182666,0.44421363995055485,0.39292286296771173,67.7724568091197,43.15081492169634,24.621641887423365,1899.16045584485,-0.5838236603238345,-0.5855345730477524,3.669076577243091,-0.005838236603238345,0.01842259886769959,0.047888297001981606,20.30094741792184,33.91083072931232,0.37890625,522.8,9305.65,14.900024414062273,0.007766901701647544,True,False,1.8422598867699556,4.788829700198171,1941.199951171875,1834.800048828125,0.0,0.0,3.5350000858306885,0.0068357073219358355,80.18000030517578,0.004007008419465663,23.944000244140625,79.65251970119692,0.0,1.0,-0.001468082439962326,0.013999619298323607
